product_code,product_id,name,brand,category,color,size,price_chf,discount_pct,weight_g,waterproof_rating_mm,temp_rating_c,material,tags,zone,zone_name,aisle,stock_total,stock_front,description
7610000001148,P013,Snowline Winter Boot,Nordfjell,boots,Charcoal,42,259.0,0,1150,12000,-20,Nubuck leather,waterproof;insulated;4-season;winter;unisex,B,Footwear,B1,14,6,"Insulated, waterproof boot rated for deep cold."
7610000001155,P013,Snowline Winter Boot,Nordfjell,boots,Charcoal,43,259.0,0,1150,12000,-20,Nubuck leather,waterproof;insulated;4-season;winter;unisex,B,Footwear,B1,0,0,"Insulated, waterproof boot rated for deep cold."
7610000001162,P013,Snowline Winter Boot,Nordfjell,boots,Charcoal,44,259.0,0,1150,12000,-20,Nubuck leather,waterproof;insulated;4-season;winter;unisex,B,Footwear,B1,11,5,"Insulated, waterproof boot rated for deep cold."
7610000001179,P014,Little Cub Kids Boot,Glaronia,boots,Brown,28,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,12,1,Waterproof first hiking boot for small feet.
7610000001186,P014,Little Cub Kids Boot,Glaronia,boots,Brown,29,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,8,4,Waterproof first hiking boot for small feet.
7610000001193,P014,Little Cub Kids Boot,Glaronia,boots,Brown,30,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,9,0,Waterproof first hiking boot for small feet.
7610000001209,P014,Little Cub Kids Boot,Glaronia,boots,Brown,31,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,5,3,Waterproof first hiking boot for small feet.
7610000001216,P014,Little Cub Kids Boot,Glaronia,boots,Brown,32,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,13,6,Waterproof first hiking boot for small feet.
7610000001223,P014,Little Cub Kids Boot,Glaronia,boots,Brown,33,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,14,2,Waterproof first hiking boot for small feet.
7610000001230,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,28,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,10,5,Waterproof first hiking boot for small feet.
7610000001247,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,29,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,11,1,Waterproof first hiking boot for small feet.
7610000001254,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,30,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,7,4,Waterproof first hiking boot for small feet.
7610000001261,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,31,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,8,0,Waterproof first hiking boot for small feet.
7610000001278,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,32,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,16,3,Waterproof first hiking boot for small feet.
7610000001285,P014,Little Cub Kids Boot,Glaronia,boots,Charcoal,33,89.0,20,1150,12000,,Nubuck leather,waterproof;kids;beginner,B,Footwear,B4,12,6,Waterproof first hiking boot for small feet.
7610000001292,P015,Skyvault 2P Tent,Alpitec,tent,Forest,2-person,429.0,0,1785,3000,5,Ripstop nylon,3-season;lightweight;waterproof;technical,C,Tents & Shelter,C1,13,2,Freestanding two-person tent under 2 kg.
7610000001308,P016,Skyvault 3P Tent,Alpitec,tent,Forest,3-person,499.0,0,3570,3000,5,Ripstop nylon,3-season;waterproof;unisex,C,Tents & Shelter,C1,9,5,Roomy three-person version of the Skyvault.
7610000001315,P017,Basecamp 4 Family Tent,Steinbock,tent,Forest,4-person,349.0,10,3570,3000,8,Ripstop nylon,3-season;waterproof;beginner;family,C,Tents & Shelter,C2,10,1,"Tall, easy-pitch tent for car-camping families."
7610000001322,P018,Stormtarp Ultralight,Pinewild,tarp,Olive,one-size,99.0,0,266,3000,,Silnylon,ultralight;waterproof;packable;technical,C,Tents & Shelter,C3,6,4,Minimalist tarp shelter for fast-and-light trips.
7610000001339,P019,Highpass 4-Season Tent,Nordfjell,tent,Forest,2-person,649.0,0,2100,3000,-10,Ripstop nylon,4-season;winter;waterproof;windproof;technical,C,Tents & Shelter,C1,7,0,Geodesic tent built for exposed winter camps.
7610000001346,P020,Cirrus 0C Down Sleeping Bag,Alpitec,sleeping-bag,Teal,regular,329.0,0,850,0,0,800-fill down,down;insulated;4-season;winter;lightweight,D,Sleep,D1,15,3,0C-rated down bag for shoulder-season nights.
7610000001353,P020,Cirrus 0C Down Sleeping Bag,Alpitec,sleeping-bag,Teal,long,329.0,0,850,0,0,800-fill down,down;insulated;4-season;winter;lightweight,D,Sleep,D1,11,6,0C-rated down bag for shoulder-season nights.
7610000001360,P021,Cirrus 10C Down Sleeping Bag,Alpitec,sleeping-bag,Teal,regular,259.0,0,850,0,10,800-fill down,down;insulated;3-season;lightweight,D,Sleep,D1,12,2,Lighter 10C down bag for summer alpine huts.
7610000001377,P021,Cirrus 10C Down Sleeping Bag,Alpitec,sleeping-bag,Teal,long,259.0,0,850,0,10,800-fill down,down;insulated;3-season;lightweight,D,Sleep,D1,8,5,Lighter 10C down bag for summer alpine huts.
7610000001384,P022,Meadow Synthetic Bag,Glaronia,sleeping-bag,Teal,regular,149.0,15,1000,0,5,Synthetic fill,synthetic;vegan;3-season;beginner,D,Sleep,D1,0,0,"Animal-free synthetic bag, great value for new campers."
7610000001391,P023,Cloudbase Inflatable Mat,Pinewild,sleeping-mat,Plum,regular,129.0,0,391,0,,Air + synthetic insulation,lightweight;packable;3-season;unisex,D,Sleep,D2,17,4,Insulated inflatable mat that packs to a water bottle.
7610000001407,P023,Cloudbase Inflatable Mat,Pinewild,sleeping-mat,Plum,large,129.0,0,391,0,,Air + synthetic insulation,lightweight;packable;3-season;unisex,D,Sleep,D2,6,0,Insulated inflatable mat that packs to a water bottle.
7610000001414,P024,Groundrest Foam Mat,Steinbock,sleeping-mat,Plum,one-size,39.0,0,391,0,,Closed-cell foam,lightweight;beginner;unisex,D,Sleep,D2,14,3,Indestructible closed-cell foam mat.
7610000001421,P025,Summit 45 Trekking Pack,Nordfjell,backpack,Charcoal,S/M,219.0,0,1150,0,,Ripstop nylon,technical;3-season;unisex,E,Backpacks,E1,10,6,45L pack with adjustable back for multi-day routes.
7610000001438,P025,Summit 45 Trekking Pack,Nordfjell,backpack,Charcoal,M/L,219.0,0,1150,0,,Ripstop nylon,technical;3-season;unisex,E,Backpacks,E1,11,2,45L pack with adjustable back for multi-day routes.
7610000001445,P025,Summit 45 Trekking Pack,Nordfjell,backpack,Teal,S/M,219.0,0,1150,0,,Ripstop nylon,technical;3-season;unisex,E,Backpacks,E1,7,5,45L pack with adjustable back for multi-day routes.
7610000001452,P025,Summit 45 Trekking Pack,Nordfjell,backpack,Teal,M/L,219.0,0,1150,0,,Ripstop nylon,technical;3-season;unisex,E,Backpacks,E1,8,1,45L pack with adjustable back for multi-day routes.
7610000001469,P026,Summit 65 Expedition Pack,Nordfjell,backpack,Charcoal,M/L,279.0,0,1150,0,,Ripstop nylon,technical;4-season;unisex,E,Backpacks,E1,16,4,Big-haul 65L pack for winter and expeditions.
7610000001476,P026,Summit 65 Expedition Pack,Nordfjell,backpack,Teal,M/L,279.0,0,1150,0,,Ripstop nylon,technical;4-season;unisex,E,Backpacks,E1,5,0,Big-haul 65L pack for winter and expeditions.
7610000001483,P027,Daybreak 22 Daypack,Pinewild,backpack,Charcoal,one-size,89.0,0,977,0,,Ripstop nylon,lightweight;summer;beginner;unisex,E,Backpacks,E2,13,3,"Simple, comfy daypack for day hikes and town."
7610000001490,P027,Daybreak 22 Daypack,Pinewild,backpack,Teal,one-size,89.0,0,977,0,,Ripstop nylon,lightweight;summer;beginner;unisex,E,Backpacks,E2,9,6,"Simple, comfy daypack for day hikes and town."
7610000001506,P028,Featherlite 18 Packable Pack,Pinewild,backpack,Charcoal,one-size,59.0,10,805,0,,Recycled nylon,ultralight;packable;vegan;unisex,E,Backpacks,E2,10,2,Stuffs into its own pocket for a spare summit bag.
7610000001513,P028,Featherlite 18 Packable Pack,Pinewild,backpack,Teal,one-size,59.0,10,805,0,,Recycled nylon,ultralight;packable;vegan;unisex,E,Backpacks,E2,18,5,Stuffs into its own pocket for a spare summit bag.
7610000001520,P029,Hauler 30 Vegan Pack,Glaronia,backpack,Charcoal,one-size,129.0,0,1150,0,,Recycled nylon,vegan;recycled;3-season;unisex,E,Backpacks,E2,7,1,"Recycled, animal-free 30L all-rounder."
7610000001537,P029,Hauler 30 Vegan Pack,Glaronia,backpack,Teal,one-size,129.0,0,1150,0,,Recycled nylon,vegan;recycled;3-season;unisex,E,Backpacks,E2,15,4,"Recycled, animal-free 30L all-rounder."
7610000001544,P030,Merino Crew Base Layer,Alpitec,base-layer,Black,S,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,4,0,Odor-resistant merino top for cold-weather layering.
7610000001551,P030,Merino Crew Base Layer,Alpitec,base-layer,Black,M,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,12,3,Odor-resistant merino top for cold-weather layering.
7610000001568,P030,Merino Crew Base Layer,Alpitec,base-layer,Black,L,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,8,6,Odor-resistant merino top for cold-weather layering.
7610000001575,P030,Merino Crew Base Layer,Alpitec,base-layer,Black,XL,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,9,2,Odor-resistant merino top for cold-weather layering.
7610000001582,P030,Merino Crew Base Layer,Alpitec,base-layer,Heather,S,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,17,5,Odor-resistant merino top for cold-weather layering.
7610000001599,P030,Merino Crew Base Layer,Alpitec,base-layer,Heather,M,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,6,1,Odor-resistant merino top for cold-weather layering.
7610000001605,P030,Merino Crew Base Layer,Alpitec,base-layer,Heather,L,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,14,4,Odor-resistant merino top for cold-weather layering.
7610000001612,P030,Merino Crew Base Layer,Alpitec,base-layer,Heather,XL,89.0,0,180,0,,Merino wool,merino;breathable;4-season;mens,F,Base Layers & Clothing,F1,0,0,Odor-resistant merino top for cold-weather layering.
7610000001629,P031,Merino Crew Base Layer W,Alpitec,base-layer,Black,XS,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,11,3,Women's merino base layer.
7610000001636,P031,Merino Crew Base Layer W,Alpitec,base-layer,Black,S,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,19,6,Women's merino base layer.
7610000001643,P031,Merino Crew Base Layer W,Alpitec,base-layer,Black,M,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,8,2,Women's merino base layer.
7610000001650,P031,Merino Crew Base Layer W,Alpitec,base-layer,Black,L,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,16,5,Women's merino base layer.
7610000001667,P031,Merino Crew Base Layer W,Alpitec,base-layer,Heather,XS,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,5,1,Women's merino base layer.
7610000001674,P031,Merino Crew Base Layer W,Alpitec,base-layer,Heather,S,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,13,4,Women's merino base layer.
7610000001681,P031,Merino Crew Base Layer W,Alpitec,base-layer,Heather,M,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,2,0,Women's merino base layer.
7610000001698,P031,Merino Crew Base Layer W,Alpitec,base-layer,Heather,L,89.0,0,180,0,,Merino wool,merino;breathable;4-season;womens,F,Base Layers & Clothing,F1,10,3,Women's merino base layer.
7610000001704,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Black,S,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,18,6,Quick-dry synthetic tee for high-output days.
7610000001711,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Black,M,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,7,2,Quick-dry synthetic tee for high-output days.
7610000001728,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Black,L,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,15,5,Quick-dry synthetic tee for high-output days.
7610000001735,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Black,XL,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,4,1,Quick-dry synthetic tee for high-output days.
7610000001742,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Heather,S,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,12,4,Quick-dry synthetic tee for high-output days.
7610000001759,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Heather,M,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,13,0,Quick-dry synthetic tee for high-output days.
7610000001766,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Heather,L,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,9,3,Quick-dry synthetic tee for high-output days.
7610000001773,P032,Pulse Synthetic Base Tee,Pinewild,base-layer,Heather,XL,49.0,0,180,0,,Recycled polyester,synthetic;vegan;breathable;summer;unisex,F,Base Layers & Clothing,F1,17,6,Quick-dry synthetic tee for high-output days.
7610000001780,P033,Hearth Grid Fleece,Glaronia,fleece,Slate,S,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,6,2,Breathable grid fleece midlayer in recycled yarn.
7610000001797,P033,Hearth Grid Fleece,Glaronia,fleece,Slate,M,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,14,5,Breathable grid fleece midlayer in recycled yarn.
7610000001803,P033,Hearth Grid Fleece,Glaronia,fleece,Slate,L,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,3,1,Breathable grid fleece midlayer in recycled yarn.
7610000001810,P033,Hearth Grid Fleece,Glaronia,fleece,Slate,XL,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,11,4,Breathable grid fleece midlayer in recycled yarn.
7610000001827,P033,Hearth Grid Fleece,Glaronia,fleece,Moss,S,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,12,0,Breathable grid fleece midlayer in recycled yarn.
7610000001834,P033,Hearth Grid Fleece,Glaronia,fleece,Moss,M,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,8,3,Breathable grid fleece midlayer in recycled yarn.
7610000001841,P033,Hearth Grid Fleece,Glaronia,fleece,Moss,L,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,0,0,Breathable grid fleece midlayer in recycled yarn.
7610000001858,P033,Hearth Grid Fleece,Glaronia,fleece,Moss,XL,109.0,0,360,0,,Recycled fleece,breathable;recycled;3-season;unisex,F,Base Layers & Clothing,F2,5,2,Breathable grid fleece midlayer in recycled yarn.
7610000001865,P034,Ridge Softshell Trouser,Steinbock,trousers,Charcoal,S,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,13,5,Stretchy softshell trouser for scrambling.
7610000001872,P034,Ridge Softshell Trouser,Steinbock,trousers,Charcoal,M,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,14,1,Stretchy softshell trouser for scrambling.
7610000001889,P034,Ridge Softshell Trouser,Steinbock,trousers,Charcoal,L,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,10,4,Stretchy softshell trouser for scrambling.
7610000001896,P034,Ridge Softshell Trouser,Steinbock,trousers,Charcoal,XL,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,11,0,Stretchy softshell trouser for scrambling.
7610000001902,P034,Ridge Softshell Trouser,Steinbock,trousers,Sand,S,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,7,3,Stretchy softshell trouser for scrambling.
7610000001919,P034,Ridge Softshell Trouser,Steinbock,trousers,Sand,M,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,15,6,Stretchy softshell trouser for scrambling.
7610000001926,P034,Ridge Softshell Trouser,Steinbock,trousers,Sand,L,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,4,2,Stretchy softshell trouser for scrambling.
7610000001933,P034,Ridge Softshell Trouser,Steinbock,trousers,Sand,XL,139.0,0,420,0,,Softshell,windproof;breathable;3-season;mens,F,Base Layers & Clothing,F3,12,5,Stretchy softshell trouser for scrambling.
7610000001940,P035,Ridge Softshell Trouser W,Steinbock,trousers,Charcoal,XS,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,13,1,Women's Ridge softshell trouser.
7610000001957,P035,Ridge Softshell Trouser W,Steinbock,trousers,Charcoal,S,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,9,4,Women's Ridge softshell trouser.
7610000001964,P035,Ridge Softshell Trouser W,Steinbock,trousers,Charcoal,M,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,10,0,Women's Ridge softshell trouser.
7610000001971,P035,Ridge Softshell Trouser W,Steinbock,trousers,Charcoal,L,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,6,3,Women's Ridge softshell trouser.
7610000001988,P035,Ridge Softshell Trouser W,Steinbock,trousers,Sand,XS,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,14,6,Women's Ridge softshell trouser.
7610000001995,P035,Ridge Softshell Trouser W,Steinbock,trousers,Sand,S,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,15,2,Women's Ridge softshell trouser.
7610000002008,P035,Ridge Softshell Trouser W,Steinbock,trousers,Sand,M,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,11,5,Women's Ridge softshell trouser.
7610000002015,P035,Ridge Softshell Trouser W,Steinbock,trousers,Sand,L,139.0,10,420,0,,Softshell,windproof;breathable;3-season;womens,F,Base Layers & Clothing,F3,12,1,Women's Ridge softshell trouser.
7610000002022,P036,Trekker Zip-Off Pant,Pinewild,trousers,Charcoal,S,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,8,4,Convertible pant-to-short for warm hikes.
7610000002039,P036,Trekker Zip-Off Pant,Pinewild,trousers,Charcoal,M,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,9,0,Convertible pant-to-short for warm hikes.
7610000002046,P036,Trekker Zip-Off Pant,Pinewild,trousers,Charcoal,L,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,5,3,Convertible pant-to-short for warm hikes.
7610000002053,P036,Trekker Zip-Off Pant,Pinewild,trousers,Charcoal,XL,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,13,6,Convertible pant-to-short for warm hikes.
7610000002060,P036,Trekker Zip-Off Pant,Pinewild,trousers,Sand,S,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,14,2,Convertible pant-to-short for warm hikes.
7610000002077,P036,Trekker Zip-Off Pant,Pinewild,trousers,Sand,M,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,0,0,Convertible pant-to-short for warm hikes.
7610000002084,P036,Trekker Zip-Off Pant,Pinewild,trousers,Sand,L,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,11,1,Convertible pant-to-short for warm hikes.
7610000002091,P036,Trekker Zip-Off Pant,Pinewild,trousers,Sand,XL,99.0,0,357,0,,Nylon stretch,lightweight;summer;beginner;unisex,F,Base Layers & Clothing,F3,7,4,Convertible pant-to-short for warm hikes.
7610000002107,P037,Lumen 400 Headlamp,Steinbock,headlamp,Black,one-size,59.0,0,80,0,,Polymer + Li-ion,lightweight;rechargeable;technical;unisex,G,Accessories,G1,8,0,400-lumen rechargeable headlamp with red night mode.
7610000002114,P038,Lumen 800 Pro Headlamp,Nordfjell,headlamp,Black,one-size,99.0,0,95,0,,Polymer + Li-ion,rechargeable;technical;4-season;unisex,G,Accessories,G1,16,3,Bright 800-lumen lamp with external battery option.
7610000002121,P039,Springwater 1L Bottle,Glaronia,water-bottle,Blue,1L,29.0,0,140,0,,Tritan,recycled;unisex,G,Accessories,G2,12,6,"Tough 1L bottle, wide mouth for easy filling."
7610000002138,P040,Springwater Insulated 0.75L,Glaronia,water-bottle,Blue,0.75L,39.0,0,140,0,,Stainless steel,insulated;unisex,G,Accessories,G2,13,2,Keeps drinks cold 24h or hot 12h.
7610000002145,P041,Carbon Z Trekking Poles,Alpitec,trekking-poles,Black,pair,149.0,0,329,0,,Carbon,ultralight;technical;unisex,G,Accessories,G3,9,5,Foldable carbon poles for fast hiking.
7610000002152,P042,Alu Trail Poles,Pinewild,trekking-poles,Black,pair,69.0,15,399,0,,Aluminium,lightweight;beginner;unisex,G,Accessories,G3,10,1,"Adjustable aluminium poles, great first pair."
7610000002169,P043,Summit Liner Gloves,Steinbock,gloves,Black,S,35.0,0,80,0,,Merino wool,lightweight;merino;3-season;unisex,G,Accessories,G4,6,4,Thin merino liner gloves for touchscreen use.
7610000002176,P043,Summit Liner Gloves,Steinbock,gloves,Black,M,35.0,0,80,0,,Merino wool,lightweight;merino;3-season;unisex,G,Accessories,G4,7,0,Thin merino liner gloves for touchscreen use.
7610000002183,P043,Summit Liner Gloves,Steinbock,gloves,Black,L,35.0,0,80,0,,Merino wool,lightweight;merino;3-season;unisex,G,Accessories,G4,15,3,Thin merino liner gloves for touchscreen use.
7610000002190,P044,Glacier Insulated Gloves,Nordfjell,gloves,Black,S,79.0,0,95,10000,-10,Leather + insulation,insulated;waterproof;winter;4-season;unisex,G,Accessories,G4,11,6,"Warm, waterproof gloves for snow days."
7610000002206,P044,Glacier Insulated Gloves,Nordfjell,gloves,Black,M,79.0,0,95,10000,-10,Leather + insulation,insulated;waterproof;winter;4-season;unisex,G,Accessories,G4,12,2,"Warm, waterproof gloves for snow days."
7610000002213,P044,Glacier Insulated Gloves,Nordfjell,gloves,Black,L,79.0,0,95,10000,-10,Leather + insulation,insulated;waterproof;winter;4-season;unisex,G,Accessories,G4,8,5,"Warm, waterproof gloves for snow days."
7610000002220,P044,Glacier Insulated Gloves,Nordfjell,gloves,Black,XL,79.0,0,95,10000,-10,Leather + insulation,insulated;waterproof;winter;4-season;unisex,G,Accessories,G4,9,1,"Warm, waterproof gloves for snow days."
7610000002237,P045,Trail Merino Socks,Alpitec,socks,Grey,S,24.0,0,60,0,,Merino wool,merino;breathable;unisex,G,Accessories,G4,17,4,Cushioned merino hiking socks.
7610000002244,P045,Trail Merino Socks,Alpitec,socks,Grey,M,24.0,0,60,0,,Merino wool,merino;breathable;unisex,G,Accessories,G4,6,0,Cushioned merino hiking socks.
7610000002251,P045,Trail Merino Socks,Alpitec,socks,Grey,L,24.0,0,60,0,,Merino wool,merino;breathable;unisex,G,Accessories,G4,14,3,Cushioned merino hiking socks.
7610000002268,P046,Pocket Stove Titanium,Pinewild,stove,Titanium,one-size,89.0,0,66,0,,Titanium,ultralight;technical;unisex,G,Accessories,G5,10,6,Titanium canister stove that folds tiny.
7610000002275,P047,Sunshield Cap,Glaronia,hat,Sand,one-size,25.0,0,59,0,,Recycled polyester,lightweight;summer;recycled;unisex,G,Accessories,G4,11,2,Packable sun cap with neck flap.
127396746875,P048,Trail Shoe,Pinewild,trail-shoes,Purple,42,139.0,0,476,0,,Mesh + rubber,demo-book;trail-running;lightweight;breathable;summer;unisex,B,Footwear,B2,7,5,Light trail-running shoe for dry paths.
220607960340,P049,Trail Shoe,Glaronia,trail-shoes,Mint,42,129.0,0,476,0,,Mesh + rubber,demo-book;trail-running;lightweight;breathable;vegan;unisex,B,Footwear,B2,8,1,"Animal-free trail runner, breathable mesh."
621601539983,P050,Trail Shoe,Pinewild,trail-shoes,Blue/Grey,42,149.0,0,560,0,,Mesh + rubber,demo-book;trail-running;breathable;3-season;unisex,B,Footwear,B2,16,4,All-round trail shoe for mixed terrain.
566275535035,P051,Mid Boot,Steinbock,boots,Black/Yellow,42,199.0,0,1150,12000,,Gore-Tex 3L,demo-book;waterproof;gore-tex;3-season;technical;unisex,B,Footwear,B1,5,0,Waterproof mid boot with Gore-Tex lining.
155989995167,P052,Trail Shoe,Alpitec,trail-shoes,Orange,42,159.0,0,560,0,,Mesh + rubber,demo-book;grippy;technical;3-season;unisex,B,Footwear,B2,13,3,Sticky-rubber trail shoe for technical ground.
915010806733,P053,Trail Shoe,Alpitec,trail-shoes,Blue/Orange,42,145.0,0,560,0,,Mesh + rubber,demo-book;trail-running;breathable;summer;unisex,B,Footwear,B2,9,6,"Fast, ventilated shoe for warm-weather runs."
422867137693,P054,Hiking Shoe,Steinbock,approach-shoes,Brown,42,169.0,0,720,0,,Suede + sticky rubber,demo-book;grippy;technical;casual;3-season;unisex,B,Footwear,B3,10,2,Suede approach shoe that doubles as casual wear.
680913419876,P055,Trail Shoe,Nordfjell,trail-shoes,Charcoal,42,139.0,0,560,0,,Mesh + rubber,demo-book;breathable;casual;3-season;unisex,B,Footwear,B2,18,5,Understated trail shoe for trail and town.
769067431255,P056,Trail Shoe,Glaronia,trail-shoes,Teal,42,129.0,0,476,0,,Mesh + rubber,demo-book;trail-running;lightweight;breathable;unisex,B,Footwear,B2,7,1,Lightweight trail runner in a bright colourway.
2846287789562,P057,wearit Socks,wearit,socks,Teal Dot,M,19.0,0,60,0,,Merino wool,demo-book;merino;breathable;hiking;3-season;unisex,G,Accessories,G4,15,4,Cushioned merino hiking socks.
5628895968545,P058,wearit Socks,wearit,socks,Navy,M,16.0,0,51,0,,Merino blend,demo-book;trail-running;lightweight;breathable;unisex,G,Accessories,G4,4,0,"Thin running socks, quick-drying."
1020203635321,P059,wearit Socks,wearit,socks,Teal Stripe,M,19.0,0,60,0,,Merino wool,demo-book;merino;breathable;hiking;3-season;unisex,G,Accessories,G4,12,3,"Cushioned merino hiking socks, striped."
8510025456985,P060,wearit Socks,wearit,socks,Blue,M,16.0,0,51,0,,Merino blend,demo-book;trail-running;lightweight;breathable;unisex,G,Accessories,G4,8,6,"Thin running socks, quick-drying."
9965223654125,P061,wearit Socks,wearit,socks,Aqua Stripe,M,18.0,0,51,0,,Merino blend,demo-book;breathable;summer;lightweight;unisex,G,Accessories,G4,9,2,Breathable summer socks.
